Protein Group Name,Uniprot IDs,Representative Protein Description,Uniprot,env_0min vs. env_5min log2 fold change,env_0min vs. env_5min q-value,env_0min vs. env_5min significant,wt_0min vs. wt_5min log2 fold change,wt_0min vs. wt_5min q-value,wt_0min vs. wt_5min significant,wt_0min vs. wt_60min log2 fold change,wt_0min vs. wt_60min q-value,wt_0min vs. wt_60min significant,genome_0min vs. genome_60min log2 fold change,genome_0min vs. genome_60min q-value,genome_0min vs. genome_60min significant,wt_5min vs. env_5min log2 fold change,wt_5min vs. env_5min q-value,wt_5min vs. env_5min significant,wt_60min vs. genome_60min log2 fold change,wt_60min vs. genome_60min q-value,wt_60min vs. genome_60min significant,wt_0min vs. env_0min log2 fold change,wt_0min vs. env_0min q-value,wt_0min vs. env_0min significant,wt_0min vs. genome_0min log2 fold change,wt_0min vs. genome_0min q-value,wt_0min vs. genome_0min significant
PG250880,Q9Y6G5|D6RJ90,sp|Q9Y6G5|COMDA_HUMAN COMM domain-containing protein 10 OS=Homo sapiens GN=COMMD10 PE=1 SV=1,Q9Y6G5,-0.0271584144724174,0.732920452024528,False,0.09983754548433599,0.407070562856888,False,-0.034671056214741945,0.670494193901269,False,0.0290402202325928,0.546436649000182,False,-0.09000098162386513,0.998455589782439,False,-0.09039389197694472,0.579113179146159,False,0.03699497833288833,0.745987193573638,False,-0.1541051684242793,0.300196302945782,False
PG256326,P12931|P12931-2,sp|P12931-2|SRC_HUMAN Isoform 2 of Proto-oncogene tyrosine-protein kinase Src OS=Homo sapiens GN=SRC,P12931-2,0.09375356147538874,0.702361542675485,False,0.04669572130957517,0.465287101724471,False,,,,,,,-0.11360374227504494,0.998455589782439,False,,,,-0.16066158244085849,0.629682568594711,False,,,
PG253718,Q9H7H0|Q9H7H0-2|Q9H7H0-3|G3V353,sp|Q9H7H0-3|MET17_HUMAN Isoform 3 of Methyltransferase-like protein 17; mitochondrial OS=Homo sapiens GN=METTL17,Q9H7H0-3,-0.11689900944008842,0.64563940716859,False,-0.08720663463679265,0.439647512863331,False,-0.08043142242866175,0.486949893064512,False,-0.10240682681553154,0.24204607110172,False,0.004136961966288674,0.999220576730913,False,0.09769842655186134,0.577612254156598,False,0.03382933676958441,0.762374448346384,False,0.11967383093873114,0.118231651797548,False
PG255270,Q86Y79|A0A096LP22,sp|Q86Y79|PTH_HUMAN Probable peptidyl-tRNA hydrolase OS=Homo sapiens GN=PTRH1 PE=1 SV=1,Q86Y79,-0.3578206173703491,0.377570434652991,False,0.009363305568906867,0.525327583547677,False,0.3019882435544102,0.142631750133771,False,-0.49107192809488986,0.275540470567092,False,-0.17241522968430922,0.998455589782439,False,-0.43684874478616353,0.526666500763883,False,0.1947686932549466,0.581117533228939,False,0.35621142686313617,0.0699137232782106,False
PG250514,O75122|J3KR49,sp|O75122|CLAP2_HUMAN CLIP-associating protein 2 OS=Homo sapiens GN=CLASP2 PE=1 SV=2,O75122,-0.3055295367621572,0.549406543185776,False,-0.1307258315849497,0.236243300325738,False,-0.195783354367409,0.223993422787315,False,-0.1158766817884832,0.342889672880035,False,-0.2306668511631026,0.998455589782439,False,-0.06944254033299001,0.627117442486783,False,-0.055863145985895056,0.736599469755326,False,-0.1493492129119157,0.104995503814305,False
PG256793,Q9ULM3,sp|Q9ULM3|YETS2_HUMAN YEATS domain-containing protein 2 OS=Homo sapiens GN=YEATS2 PE=1 SV=2,Q9ULM3,-0.31088932656970447,0.526317315826125,False,-0.055888211376457365,0.410217717861115,False,0.02375852302207276,0.626289491067795,False,0.03505935952426375,0.559181570940653,False,-0.20887971973517508,0.998455589782439,False,-0.08449483655986839,0.609320014319818,False,0.046121395458071916,0.737368323875392,False,-0.09579567306205966,0.197567497174487,False
PG247888,Q5MNZ6,sp|Q5MNZ6|WIPI3_HUMAN WD repeat domain phosphoinositide-interacting protein 3 OS=Homo sapiens GN=WDR45B PE=2 SV=2,Q5MNZ6,-0.3815166231459437,0.228794034199914,False,-0.12896786738069901,0.261492277413187,False,-0.13569772583621478,0.253673335782815,False,-0.07500133296806259,0.495063430092511,False,-0.11702042406176184,0.998455589782439,False,-0.08080959206435634,0.636219926418676,False,0.13552833170348297,0.5866050952552,False,-0.14150598493250843,0.103835956831468,False
PG242224,P13747|Q6DU44,tr|Q6DU44|Q6DU44_HUMAN HLA class I histocompatibility antigen; alpha chain E OS=Homo sapiens GN=HLA-E PE=1 SV=1,Q6DU44,-0.05246882021440509,0.732920452024528,False,0.14325951217609673,0.36895881728792,False,0.038860500101675716,0.652357971339698,False,0.011496734010956444,0.586736428864745,False,-0.005469561587833086,0.999220576730913,False,0.1554560316855729,0.576697820025346,False,0.19025877080266881,0.621515134484601,False,0.18281979777629206,0.0769018776048977,False
PG242404,Q9H9L3,sp|Q9H9L3|I20L2_HUMAN Interferon-stimulated 20 kDa exonuclease-like 2 OS=Homo sapiens GN=ISG20L2 PE=1 SV=1,Q9H9L3,-0.33037097825485,0.511532526446993,False,-0.05600813384277318,0.377886521565694,False,0.004945722978711465,0.67545783960959,False,-0.021982461317039098,0.59129082269292,False,-0.12459988064907046,0.998455589782439,False,0.22841586164977004,0.524330914422182,False,0.14976296376300635,0.566597642067805,False,0.2553440459455205,0.11046950422645,False
PG246764,Q8TBZ6,sp|Q8TBZ6|TM10A_HUMAN tRNA methyltransferase 10 homolog A OS=Homo sapiens GN=TRMT10A PE=1 SV=1,Q8TBZ6,-0.00998239809156048,0.752676665454371,False,-0.2255231232664269,0.136257035227656,False,,,,,,,0.2691329535453026,0.998455589782439,False,,,,0.05359222837043615,0.746589911568136,False,,,
PG252728,Q9Y2X7-3,sp|Q9Y2X7-3|GIT1_HUMAN Isoform 3 of ARF GTPase-activating protein GIT1 OS=Homo sapiens GN=GIT1,Q9Y2X7-3,-0.12554695834419893,0.651952536132723,False,-0.46225984025323663,0.130053455278567,False,0.024764282914136418,0.666747040304845,False,-0.5866208914771733,0.222086762238583,False,0.14045894377670629,0.998455589782439,False,-0.2668571436147532,0.572000338343512,False,-0.19625393813233136,0.591854328611163,False,0.34452803077655647,0.216630191035911,False
PG244793,Q92733,sp|Q92733|PRCC_HUMAN Proline-rich protein PRCC OS=Homo sapiens GN=PRCC PE=1 SV=1,Q92733,-0.22171419896475517,0.603496583094071,False,0.12085275383112508,0.434076293461476,False,0.2498077486278339,0.368471598885458,False,-0.22222986104920842,0.324782818223569,False,-0.03162794724592933,0.999220576730913,False,0.22212713882727297,0.550546373812653,False,0.31093900554995096,0.382313281089064,False,0.694164748504315,0.0423817559654911,True
PG248156,P01889,sp|P01889|1B07_HUMAN HLA class I histocompatibility antigen; B-7 alpha chain OS=Homo sapiens GN=HLA-B PE=1 SV=3,P01889,-0.028305130168477598,0.733997798372614,False,-0.1269384417335924,0.403444353147549,False,-0.18345383503980806,0.25912187984061,False,-0.13490934314432496,0.391215137212617,False,-0.02883690832357571,0.998455589782439,False,0.04116604233156593,0.672115633815743,False,-0.12747021988869056,0.682904478248704,False,-0.0073784495639172805,0.393315652607791,False
PG246148,Q8NF91|Q8NF91-4|A0A0C4DG40|E7ENN3,sp|Q8NF91|SYNE1_HUMAN Nesprin-1 OS=Homo sapiens GN=SYNE1 PE=1 SV=4,Q8NF91,-0.04128190292692326,0.729704106089973,False,-0.15160830027113803,0.197100286900738,False,,,,,,,0.02791026444455189,0.998455589782439,False,,,,-0.0824161328996631,0.667076054123634,False,,,
PG254659,Q9BUL5|Q9BUL5-4,sp|Q9BUL5|PHF23_HUMAN PHD finger protein 23 OS=Homo sapiens GN=PHF23 PE=1 SV=1,Q9BUL5,0.029899637441047247,0.747639307603248,False,0.16054366387973326,0.410532407193033,False,0.16929323438612734,0.22251535723803,False,3.842623662573167e-05,0.618414270670461,False,0.28910340903835946,0.998455589782439,False,-0.08974181884021801,0.566200954334872,False,0.41974743547704546,0.397993512002277,False,0.07951298930928354,0.17968988157738,False
PG254802,Q6NSJ2,sp|Q6NSJ2|PHLB3_HUMAN Pleckstrin homology-like domain family B member 3 OS=Homo sapiens GN=PHLDB3 PE=2 SV=3,Q6NSJ2,-0.2366655713217299,0.402491861735731,False,0.05464911440892504,0.467477673985626,False,,,,,,,-0.02807097743996483,0.998455589782439,False,,,,0.2632437082906903,0.349312827018567,False,,,
PG247827,Q9Y3C0|F5GWI9|F5GXZ7|H0YGN0|F5GZ97,sp|Q9Y3C0|WASC3_HUMAN WASH complex subunit 3 OS=Homo sapiens GN=WASHC3 PE=1 SV=1,Q9Y3C0,0.1068342488805241,0.590225314335048,False,-0.027981699231505924,0.448732216773158,False,-0.32250597842664463,0.232412038468805,False,0.1127175412179742,0.275869680395248,False,-0.12711202800085467,0.998455589782439,False,0.10102864244338101,0.614754366170683,False,-0.2619279761128847,0.22414106967807,False,-0.33419487720123814,0.0396465992876724,False
PG264645,E5RHC2,tr|E5RHC2|E5RHC2_HUMAN Protein N-terminal glutamine amidohydrolase OS=Homo sapiens GN=WDYHV1 PE=1 SV=1,E5RHC2,-0.1190499290814838,0.671406503803896,False,-0.013775505968753887,0.50352908196942,False,-0.5500793168351705,0.0425813664179079,False,0.1958013968599569,0.298257270835819,False,-0.21902553036373348,0.998455589782439,False,0.6883417387306625,0.338436324194783,False,-0.11375110725100351,0.598504442702154,False,-0.057538974964465056,0.311186536491607,False
PG245143,Q8WUD1|Q5HYI5,sp|Q8WUD1|RAB2B_HUMAN Ras-related protein Rab-2B OS=Homo sapiens GN=RAB2B PE=1 SV=1,Q8WUD1,-0.26571033865245336,0.450498274599897,False,-0.23814047302132166,0.273781380554431,False,-0.011664056222587963,0.663724378366163,False,-0.1883028419589102,0.286388316406412,False,-0.028490042527641955,0.998455589782439,False,0.06643273024928044,0.605715809127359,False,-0.0009201768965104046,0.813994401156113,False,0.2430715159856025,0.122169851729458,False
PG245592,Q5T653,sp|Q5T653|RM02_HUMAN 39S ribosomal protein L2; mitochondrial OS=Homo sapiens GN=MRPL2 PE=1 SV=2,Q5T653,-0.08268486404824978,0.720961526322112,False,-0.022429170603769314,0.48335265178664,False,0.20263021583174332,0.324128237018547,False,0.176490806205171,0.38513343555183,False,-0.21522360106721555,0.998455589782439,False,-0.03263742020527613,0.695867479215174,False,-0.15496790762273513,0.629682568594711,False,-0.006498010578703712,0.412962169694945,False
PG248828,Q7Z2E3|Q7Z2E3-5|Q7Z2E3-7|Q7Z2E3-8|Q7Z2E3-9|Q7Z2E3-10|Q7Z2E3-11|C9JZ40|A0A0A0MRW7,sp|Q7Z2E3|APTX_HUMAN Aprataxin OS=Homo sapiens GN=APTX PE=1 SV=2,Q7Z2E3,0.02226547698792447,0.744217699501036,False,-0.20707272653300518,0.272366116720738,False,-0.16837195330016866,0.455620232521674,False,-0.12676703108592888,0.255055692921602,False,0.2363518922357443,0.998455589782439,False,0.3036156757800284,0.524330914422182,False,0.007013688714814706,0.804726994210571,False,0.2620107535657885,0.118879460649239,False
PG246835,P32780,sp|P32780|TF2H1_HUMAN General transcription factor IIH subunit 1 OS=Homo sapiens GN=GTF2H1 PE=1 SV=1,P32780,-0.02720858552841905,0.747639307603248,False,0.18031793431692647,0.253869459772303,False,-0.22643353353279516,0.150893668388852,False,0.019341703300936795,0.561617127558849,False,0.05347589405649555,0.998455589782439,False,-0.01353505656625157,0.706905024101106,False,0.2610024139018412,0.560335557787491,False,-0.25931029339998357,0.0410973130532161,False
PG245358,P20336,sp|P20336|RAB3A_HUMAN Ras-related protein Rab-3A OS=Homo sapiens GN=RAB3A PE=1 SV=1,P20336,-0.11525728482624344,0.631934373630812,False,-0.22171299362531163,0.116399283024001,False,,,,,,,0.009002116768171586,0.999220576730913,False,,,,-0.0974535920308966,0.622876731358787,False,,,
PG251737,Q9BUP0|Q9BUP0-2|A0A087X1Z2,sp|Q9BUP0|EFHD1_HUMAN EF-hand domain-containing protein D1 OS=Homo sapiens GN=EFHD1 PE=1 SV=1,Q9BUP0,-0.1429824893793598,0.631934373630812,False,-0.1293955144952534,0.379384794119203,False,-0.4832644346701205,0.05819108627285,False,-0.33336974790316865,0.157984782803534,False,-0.0656961009661951,0.998455589782439,False,0.18476248296791126,0.527595192241165,False,-0.05210912608208871,0.749720033864464,False,0.034867796200959436,0.323954709095565,False
PG249986,Q7Z7K6-3,sp|Q7Z7K6-3|CENPV_HUMAN Isoform 3 of Centromere protein V OS=Homo sapiens GN=CENPV,Q7Z7K6-3,0.47336840551856296,0.468901023845788,False,0.1695807362467739,0.472967770938578,False,,,,,,,0.33247189423923373,0.998455589782439,False,,,,0.02868422496744474,0.817845033230647,False,,,
PG254425,O14683|E9PNB3|E9PIK4|E9PKZ4|U3KQ32|E9PPM1|E9PMY0|E9PKN9|E9PQ46|E9PMW4|E9PN66|E9PIN5|E9PS55,tr|E9PPM1|E9PPM1_HUMAN Tumor protein p53-inducible protein 11 OS=Homo sapiens GN=TP53I11 PE=1 SV=1,E9PPM1,-0.12456128455674609,0.5658891943668,False,-0.21753069514419907,0.345387046691619,False,-0.08456945645662184,0.549281940304555,False,-0.2005790714824269,0.404163974240464,False,0.14728910437829967,0.998455589782439,False,0.08239196794830926,0.574551585946273,False,0.05431969379084675,0.745103012995286,False,0.19840158297411423,0.248956266409127,False
PG252426,Q9H4H8|Q9H4H8-2|A0A087WXK8,tr|A0A087WXK8|A0A087WXK8_HUMAN Chromosome 20 open reading frame 129 OS=Homo sapiens GN=FAM83D PE=1 SV=1,A0A087WXK8,0.2561164861021982,0.435170825956931,False,0.040592538142127106,0.451642654106736,False,-0.14120910311532006,0.286141857405356,False,0.21995307076268075,0.285873475427125,False,0.1536920264794909,0.998455589782439,False,0.07273910945396435,0.658706566955818,False,-0.06183192148058028,0.683211171606029,False,-0.2884230644240364,0.0423098449512026,False
PG242835,P22694-2,sp|P22694-2|KAPCB_HUMAN Isoform 2 of cAMP-dependent protein kinase catalytic subunit beta OS=Homo sapiens GN=PRKACB,P22694-2,-0.13238673300179882,0.638064244363374,False,-0.2767407491517246,0.21143571972462,False,-0.12589741317029432,0.51897023936246,False,-0.16124725427362116,0.385108764952616,False,-0.026058980692148914,0.998455589782439,False,-0.12120356540438344,0.675531586462599,False,-0.17041299684207464,0.656825211405068,False,-0.08585372430105644,0.215650078600014,False
PG251736,O00418,sp|O00418|EF2K_HUMAN Eukaryotic elongation factor 2 kinase OS=Homo sapiens GN=EEF2K PE=1 SV=2,O00418,0.47939494072128935,0.450498274599897,False,0.09301855981301446,0.410995443034594,False,,,,,,,0.3601388121834491,0.998455589782439,False,,,,-0.02623756872482543,0.78392119929184,False,,,
PG255040,Q9H8P0,sp|Q9H8P0|PORED_HUMAN Polyprenol reductase OS=Homo sapiens GN=SRD5A3 PE=1 SV=1,Q9H8P0,0.06552825948722601,0.74317322282428,False,-0.07341729564733133,0.371770892480426,False,0.46197396391281426,0.0462075360583506,False,0.1540217455114008,0.387710248396059,False,0.43156361390592635,0.998455589782439,False,0.1441105197645399,0.524330914422182,False,0.2926180587713689,0.210475607076801,False,0.45206273816595355,0.0689908781380935,False
PG242253,Q9NQE9,sp|Q9NQE9|HINT3_HUMAN Histidine triad nucleotide-binding protein 3 OS=Homo sapiens GN=HINT3 PE=1 SV=1,Q9NQE9,-0.024793911034155503,0.732920452024528,False,-0.0576700581643425,0.428486049911022,False,-0.02696682461969036,0.613551272563264,False,0.28504345378010026,0.130274693724404,False,-0.14434049382534406,0.998455589782439,False,0.04677756376498482,0.634858316738403,False,-0.17721664095553116,0.559995304767693,False,-0.26523271463480563,0.0538276948389419,False
PG253794,P51608|P51608-2,sp|P51608-2|MECP2_HUMAN Isoform B of Methyl-CpG-binding protein 2 OS=Homo sapiens GN=MECP2,P51608-2,0.38687105651407916,0.421849803419101,False,0.22004461849390886,0.19440013860313,False,-0.08190917894124308,0.578717216626183,False,0.30171628951581614,0.209954727459071,False,0.31238314772571407,0.998455589782439,False,0.35355002598429763,0.524330914422182,False,0.14555670970554369,0.680065040924579,False,-0.03007544247276134,0.382896631886077,False
PG243498,Q96PV6|Q96PV6-2|A0A0G2JNN3|A0A087WTE7|C9JMY0|A0A087WUE4,tr|A0A087WUE4|A0A087WUE4_HUMAN Leukocyte receptor cluster member 8 OS=Homo sapiens GN=LENG8 PE=1 SV=1,A0A087WUE4,0.019771832360536395,0.742511518053132,False,-0.28576134908873846,0.0699711920144369,False,,,,,,,0.052860603888703686,0.998455589782439,False,,,,-0.2526725775605712,0.558972260945026,False,,,
PG245398,Q14CB8|Q14CB8-2|Q14CB8-3|Q14CB8-7,sp|Q14CB8-2|RHG19_HUMAN Isoform 2 of Rho GTPase-activating protein 19 OS=Homo sapiens GN=ARHGAP19,Q14CB8-2,-0.23547655371367304,0.468344708582718,False,-0.15916611129994115,0.370808210631462,False,0.08762524528175872,0.603015230511536,False,-0.028507138191879118,0.549200611776814,False,0.0321769033869773,0.998455589782439,False,-0.04913920918932085,0.711808361350552,False,0.10848734580070918,0.692112900315685,False,0.06699317428431678,0.252619877138383,False
PG247157,Q9P0T7|B1ALM4|B1ALM8|B1ALM7|B1ALM5,tr|B1ALM5|B1ALM5_HUMAN Transmembrane protein 9 OS=Homo sapiens GN=TMEM9 PE=1 SV=1,B1ALM5,-0.6273489665745535,0.0773092532728814,True,-0.25919284147341626,0.160594711065078,False,,,,,,,-0.13365589221027246,0.998455589782439,False,,,,0.23450023289086472,0.379173687829186,False,,,
PG251897,Q9UNI6,sp|Q9UNI6|DUS12_HUMAN Dual specificity protein phosphatase 12 OS=Homo sapiens GN=DUSP12 PE=1 SV=1,Q9UNI6,-0.08583277653991982,0.688219479046014,False,-0.022113773855257094,0.480550147160145,False,-0.05909918901846203,0.540902223464932,False,-0.14311953128003158,0.411337989493978,False,-0.20163020581173208,0.998455589782439,False,-0.3114846926543833,0.524330914422182,False,-0.13791120312706934,0.583295260299181,False,-0.22746435039281368,0.0613580845428368,False
PG250564,Q9NYJ1|Q9NYJ1-2,sp|Q9NYJ1-2|COA4_HUMAN Isoform 2 of Cytochrome c oxidase assembly factor 4 homolog; mitochondrial OS=Homo sapiens GN=COA4,Q9NYJ1-2,-0.20375793832589514,0.488597665370359,False,-0.2578791461445751,0.143678198146139,False,0.036019996166281015,0.611611456280205,False,-0.09743144121260224,0.403816440837831,False,-0.27015501726247265,0.998455589782439,False,0.0870523884747977,0.56595349365192,False,-0.3242762250811527,0.301799133533245,False,0.22050382585368092,0.150538293899242,False
PG255352,Q9NVW2,sp|Q9NVW2|RNF12_HUMAN E3 ubiquitin-protein ligase RLIM OS=Homo sapiens GN=RLIM PE=1 SV=3,Q9NVW2,0.23634181655912984,0.592880836007174,False,-0.23847402221045,0.289960947451667,False,-0.16664602577692247,0.518996025546378,False,0.3156371856085138,0.308281571791368,False,0.2696664534522826,0.998455589782439,False,0.9275614760539691,0.524330914422182,False,-0.20514938531729734,0.514145302845268,False,0.4452782646685328,0.111090982861888,False
PG253816,Q96PC5,sp|Q96PC5|MIA2_HUMAN Melanoma inhibitory activity protein 2 OS=Homo sapiens GN=MIA2 PE=1 SV=4,Q96PC5,-0.13504326251266363,0.612974771525707,False,-0.42268665679957623,0.0652829720609429,False,0.0669750266047183,0.511661637865627,False,-0.11703773751772163,0.298257270835819,False,0.36021403613731984,0.998455589782439,False,-0.014517711013170339,0.713543303034921,False,0.07257064185040715,0.697460674661302,False,0.16949505310926977,0.0914406992135095,False
PG244771,Q6GMV3,sp|Q6GMV3|PTRD1_HUMAN Putative peptidyl-tRNA hydrolase PTRHD1 OS=Homo sapiens GN=PTRHD1 PE=1 SV=1,Q6GMV3,-0.009683803935951604,0.757619385234893,False,0.028290639573115398,0.495626762660939,False,-0.12538355804414686,0.399074419714619,False,-0.2376226119041895,0.130274693724404,False,-0.22617091804912728,0.998455589782439,False,-0.10305158377195484,0.595130452952801,False,-0.18819647454006005,0.683548137267734,False,0.009187470088088208,0.388982189089094,False
PG245013,P28749,sp|P28749|RBL1_HUMAN Retinoblastoma-like protein 1 OS=Homo sapiens GN=RBL1 PE=1 SV=3,P28749,-0.01665953046813358,0.747639307603248,False,-0.13972434110896578,0.350453457602331,False,0.11621622482420933,0.306011759519411,False,0.20974965562725326,0.137298643369583,False,0.29253704884298914,0.998455589782439,False,-0.024951604808827643,0.683671082570932,False,0.16947223820215698,0.556951200622603,False,-0.11848503561187156,0.106926153704291,False
PG251840,Q99704|Q99704-3,sp|Q99704|DOK1_HUMAN Docking protein 1 OS=Homo sapiens GN=DOK1 PE=1 SV=1,Q99704,-0.36457269325501807,0.450498274599897,False,-0.2715806339319575,0.284928599076066,False,-0.1604171757968868,0.471017549347258,False,-0.3354639641006972,0.180721641698018,False,0.0038413028875287675,0.999220576730913,False,-0.06229723747614189,0.702922912850907,False,0.09683336221058948,0.734785198672828,False,0.1127495508276685,0.226418646661286,False
PG255683,Q9Y6M7-13,sp|Q9Y6M7-13|S4A7_HUMAN Isoform 13 of Sodium bicarbonate cotransporter 3 OS=Homo sapiens GN=SLC4A7,Q9Y6M7-13,-0.21473765700102015,0.552317680157549,False,-0.13602290053908273,0.164364040121873,False,0.006434251895577664,0.665002907213264,False,0.02064091186864506,0.587568200759759,False,-0.17406755936026344,0.998455589782439,False,-0.09808972673632577,0.587682090035993,False,-0.09535280289832611,0.676784843782337,False,-0.11229638670939339,0.258834143773722,False
PG269259,H3BU53,tr|H3BU53|H3BU53_HUMAN MAX gene-associated protein (Fragment) OS=Homo sapiens GN=MGA PE=1 SV=1,H3BU53,0.12049152573547818,0.629730245362136,False,0.0879544424434563,0.398140377406038,False,-0.1489014833452958,0.290258332848738,False,-0.04211825364810508,0.53255658286553,False,-0.09731359815569131,0.998455589782439,False,0.16050757116145206,0.564802093088522,False,-0.12985068144771325,0.618759811944563,False,0.05372434146426142,0.250634146698744,False
PG242693,Q9ULG1,sp|Q9ULG1|INO80_HUMAN DNA helicase INO80 OS=Homo sapiens GN=INO80 PE=1 SV=2,Q9ULG1,0.06167285994066767,0.709705110210264,False,-0.13215711352434292,0.379384794119203,False,-0.2350069130088952,0.331024912306933,False,0.07854157734149733,0.449634698973633,False,0.16627933855440216,0.998455589782439,False,0.28521748154298343,0.524330914422182,False,-0.027550634910608555,0.790790612507533,False,-0.028331008807409165,0.356373449315921,False
PG251283,Q8TAG9|Q8TAG9-2|E7EW84,sp|Q8TAG9|EXOC6_HUMAN Exocyst complex component 6 OS=Homo sapiens GN=EXOC6 PE=1 SV=3,Q8TAG9,0.048889397276924186,0.73506004776024,False,0.20871471525779392,0.296406129364964,False,-0.09713586129692135,0.455620232521674,False,-0.029341518892341448,0.561457245704018,False,-0.21826999659887397,0.998455589782439,False,0.012647398171565766,0.709935412818787,False,-0.05844467861800409,0.783806022944821,False,-0.055146944233014104,0.289222460027179,False
PG260349,E9PL57,tr|E9PL57|E9PL57_HUMAN NEDD8-MDP1 readthrough (Fragment) OS=Homo sapiens GN=NEDD8-MDP1 PE=4 SV=1,E9PL57,0.10608357217454117,0.652656031010099,False,-0.1425812041923366,0.339900968784348,False,-0.23876104513081123,0.13693800288125,False,0.23461211085548575,0.263231543419085,False,-0.016949040335917435,0.998455589782439,False,0.13792678250300852,0.524330914422182,False,-0.26561381670279544,0.514145302845268,False,-0.33544637348328865,0.078090075579273,False
PG250383,Q9UFF9|Q9UFF9-2|Q9UFF9-3|B7Z9U0,sp|Q9UFF9|CNOT8_HUMAN CCR4-NOT transcription complex subunit 8 OS=Homo sapiens GN=CNOT8 PE=1 SV=1,Q9UFF9,-0.07283715468445151,0.726237587552759,False,-0.2104243045387427,0.35226711324971,False,0.11399923491400635,0.414046351280681,False,0.2259217228758384,0.339173818306044,False,-0.0987392412143924,0.998455589782439,False,-0.040882521569464564,0.644499875968946,False,-0.2363263910686835,0.648242463680752,False,-0.1528050095312969,0.251860355838556,False
PG244025,Q9UHQ9,sp|Q9UHQ9|NB5R1_HUMAN NADH-cytochrome b5 reductase 1 OS=Homo sapiens GN=CYB5R1 PE=1 SV=1,Q9UHQ9,0.25265389855556025,0.549406543185776,False,-0.14076316851737097,0.229217955442344,False,-0.12019012851860904,0.286141857405356,False,-0.11310978479577719,0.332197047574052,False,0.1906589777145774,0.998455589782439,False,-0.1676859607413657,0.524330914422182,False,-0.202758089358354,0.514145302845268,False,-0.17476630446419764,0.0934021455272875,False
PG250376,P62633|P62633-2|P62633-4|P62633-5|P62633-6|P62633-8,sp|P62633-6|CNBP_HUMAN Isoform 6 of Cellular nucleic acid-binding protein OS=Homo sapiens GN=CNBP,P62633-6,0.42734785569658124,0.590178278517014,False,0.9841176523212638,0.0702210277603926,True,0.13218290094754143,0.365770535080417,False,0.33085557174878916,0.15670413449751,False,-0.42123881712962086,0.998455589782439,False,0.021011495351929508,0.709658560173264,False,0.1355309794950617,0.791796545526228,False,-0.17766117544931836,0.0996040890821995,False
PG249774,Q8ND76,sp|Q8ND76|CCNY_HUMAN Cyclin-Y OS=Homo sapiens GN=CCNY PE=1 SV=2,Q8ND76,0.0823077833599761,0.631934373630812,False,0.10139622927154625,0.384067699116826,False,-0.13752097464083243,0.373598650255286,False,0.042852514460249555,0.433958399882449,False,0.00015665673209981805,1.0,False,0.21453308029824567,0.524330914422182,False,0.019245102643670298,0.785648389488357,False,0.03415959119716356,0.318169095365306,False
PG244562,Q9HAT8,sp|Q9HAT8|PELI2_HUMAN E3 ubiquitin-protein ligase pellino homolog 2 OS=Homo sapiens GN=PELI2 PE=1 SV=1,Q9HAT8,-0.06726523709418682,0.729704106089973,False,-0.026120383517751533,0.472967770938578,False,-0.3442555837987739,0.290108627489701,False,0.18810895127632904,0.260893587938457,False,0.1109811133675293,0.998455589782439,False,0.20128637851561687,0.572000338343512,False,0.1521259669439647,0.670780792852258,False,-0.3310781565594863,0.0595218993549799,False
PG247763,P02774|P02774-3|D6RF35,sp|P02774-3|VTDB_HUMAN Isoform 3 of Vitamin D-binding protein OS=Homo sapiens GN=GC,P02774-3,1.0347698596998964,0.213005446668698,False,1.0296273928426558,0.0052143034417021,True,0.8154034243205813,0.255718951894813,False,0.6251314055396879,0.0938819694843743,True,0.029618611263662324,0.998455589782439,False,0.43915196064321554,0.524330914422182,False,0.024476144406421457,0.819305476925619,False,0.6294239794241088,0.145797272070856,False
PG245092,P62834,sp|P62834|RAP1A_HUMAN Ras-related protein Rap-1A OS=Homo sapiens GN=RAP1A PE=1 SV=1,P62834,-0.12182420048870062,0.702361542675485,False,-0.12858548558398109,0.192000905001942,False,0.02533960187037148,0.615524900659261,False,-0.02036704451275518,0.573991954942557,False,0.015556314838584396,0.999220576730913,False,-0.022262641724150368,0.695800700072749,False,0.008795029743303996,0.812958337973197,False,0.023444004658976406,0.365475600264814,False
PG247892,Q9H4A3|Q9H4A3-2|Q9H4A3-5|Q9H4A3-6|Q9H4A3-7|F5GWT4,sp|Q9H4A3-7|WNK1_HUMAN Isoform 6 of Serine/threonine-protein kinase WNK1 OS=Homo sapiens GN=WNK1,Q9H4A3-7,0.15586985232315181,0.61225079235751,False,0.17755920945885856,0.180002749152642,False,0.06602461375461721,0.511492751038921,False,0.10632142918590616,0.35122342843812,False,-0.07305500888498155,0.998455589782439,False,0.07357682563677653,0.56595349365192,False,-0.05136565174927504,0.707638276950521,False,0.03328001020548727,0.357435663962493,False
PG245839,Q14849|Q14849-2|Q14849-3|J3QLM1,tr|J3QLM1|J3QLM1_HUMAN StAR-related lipid transfer protein 3 OS=Homo sapiens GN=STARD3 PE=1 SV=1,J3QLM1,-0.15282300555386932,0.610705156281025,False,-0.1948424856909558,0.187921560281197,False,,,,,,,0.13620569865222049,0.998455589782439,False,,,,0.09418621851513401,0.685623522472817,False,,,
